gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
ENSG00000226223.1,TSPY16P,,,,,,,,,,,,,,,,,0,False
ENSG00000232617.1,ENSG00000232617,,,,,,,,,,,,,,,,,0,False
ENSG00000183385.10,TTTY8,,,,,,,,,,,,,,,,,1,False
ENSG00000147761.10,TTTY7B,,,,,,,,,,,,,,,,,0,False
ENSG00000212855.6,TTTY2,,,,,,,,,,,,,,,,,0,False
ENSG00000129845.6,TTTY1,,,,,,,,,,,,,,,,,0,False
ENSG00000224075.2,TTTY22,,,,,,,,,,,,,,,,,0,False
ENSG00000228379.1,ENSG00000228379,,,,,,,,,,,,,,,,,0,False
ENSG00000310196.1,ENSG00000310196,,,,,,,,,,,,,,,,,0,False
ENSG00000229208.1,RBMY2NP,,,,,,,,,,,,,,,,,0,False
ENSG00000274445.1,ENSG00000274445,,,,,,,,,,,,,,,,,1,False
ENSG00000231874.3,TSPY18P,,,,,,,,,,,,,,,,,0,False
ENSG00000309435.1,ENSG00000309435,,,,,,,,,,,,,,,,,0,False
ENSG00000187657.6,TSPY13P,,,,,,,,,,,,,,,,,0,False
ENSG00000239225.2,TTTY23,,,,,,,,,,,,,,,,,0,False
ENSG00000234950.1,RBMY2OP,,,,,,,,,,,,,,,,,0,False
ENSG00000290344.2,ENSG00000290344,,,,,,,,,,,,,,,,,1,False
ENSG00000236718.5,RBMY2QP,,,,,,,,,,,,,,,,,0,False
ENSG00000243643.1,TSPY20P,,,,,,,,,,,,,,,,,0,False
ENSG00000290378.1,ENSG00000290378,,,,,,,,,,,,,,,,,0,False
ENSG00000225685.2,TSPY5P,,,,,,,,,,,,,,,,,1,False
ENSG00000278478.1,ENSG00000278478,,,,,,,,,,,,,,,,,0,False
ENSG00000251766.1,RNA5SP518,,,,,,,,,,,,,,,,,0,False
ENSG00000252289.1,RNA5SP519,,,,,,,,,,,,,,,,,0,False
ENSG00000231411.1,DUX4L31,,,,,,,,,,,,,,,,,0,False
ENSG00000226061.1,PCMTD1P1,,,,,,,,,,,,,,,,,1,False
ENSG00000237447.1,CDC27P2,,,,,,,,,,,,,,,,,5,False
